director_name,actor_1_name,gross
Curtis Hanson,Robert Downey Jr.,25144740.0
Robert Eggers,Julian Richings,25138292.0
Mikael Håfström,Sylvester Stallone,25121291.0
Stephen Hopkins,Stephen Rea,25117498.0
Gary McKendry,Jason Statham,25093607.0
Clint Eastwood,Kevin Spacey,25078937.0
Anthony Bell,Kevin Sussman,25077977.0
Lawrence Kasdan,Dennis Quaid,25052000.0
Rick Famuyiwa,Omar Epps,25047631.0
Rob Minkoff,Jet Li,25040293.0
Alexandre Aja,Adam Scott,25003072.0
Michael Anderson,Farrah Fawcett,25000000.0
Billy Wilder,Nehemiah Persoff,25000000.0
Roger Donaldson,Luke Bracey,24984868.0
Andrew Fleming,Christine Taylor,24881000.0
Jeff Wadlow,Djimon Hounsou,24848292.0
Jesse Peretz,Zooey Deschanel,24809547.0
Terence Young,Robert Shaw,24800000.0
Kirk Jones,James Nesbitt,24788807.0
Steven Soderbergh,Peter Gallagher,24741700.0
Charles Martin Smith,Kevin Zegers,24629916.0
Billy Bob Thornton,Robert Duvall,24475416.0
Joseph Gordon-Levitt,Joseph Gordon-Levitt,24475193.0
Roger Kumble,Judith Chapman,24430272.0
Rob Bowman,Jennifer Garner,24407944.0
Salim Akil,Omari Hardwick,24397469.0
Andy Cadiff,Annabella Sciorra,24379028.0
John Herzfeld,Robert De Niro,24375436.0
Mark Pellington,Jeff Bridges,24362501.0
Penny Marshall,Ed Begley Jr.,24332324.0
Danny DeVito,Frank Whaley,24276500.0
Brian Levant,Madeline Carroll,24268828.0
Scott Hicks,Anthony Hopkins,24185781.0
Christopher Guest,John Michael Higgins,24163274.0
Andrew Niccol,Nicolas Cage,24127895.0
Tomas Alfredson,Benedict Cumberbatch,24104113.0
Stephen Sommers,Curtis Armstrong,24103594.0
Brett Leonard,Denzel Washington,24048000.0
Luis Mandoki,Sonia Braga,24044532.0
Troy Nixey,Bailee Madison,24042490.0
Jody Hill,Collette Wolfe,23993605.0
Rob Pritts,Vincent Pastore,23978402.0
William Wyler,Myrna Loy,23650000.0
Edgar Wright,Bill Bailey,23618786.0
Sylvain White,Chris Evans,23527955.0
Terry George,Don Cheadle,23472900.0
Shana Feste,Alex Pettyfer,23393765.0
John Frankenheimer,Charlize Theron,23360779.0
Pierre Morel,Kasia Smutniak,23324666.0
Renny Harlin,Laura Ramsey,23292105.0
George Tillman Jr.,Dwayne Johnson,23225911.0
Kevin Allen,Daniel Roebuck,23222861.0
Paul W.S. Anderson,Sasha Roiz,23219748.0
Carl Franklin,Meryl Streep,23209440.0
Thomas Bezucha,Leighton Meester,23179303.0
Brad Bird,Vin Diesel,23159305.0
William Brent Bell,Adam Goldberg,23078294.0
Alister Grierson,Ioan Gruffudd,23070045.0
Ice Cube,Bernie Mac,23031390.0
Paul Hunter,Jaime King,23020488.0
Wally Pfister,Johnny Depp,23014504.0
James Ivory,Anthony Hopkins,22954968.0
Brandon Camp,Judy Greer,22927390.0
Tommy O'Haver,Anne Hathaway,22913677.0
John Dahl,Matt Damon,22905674.0
Sam Mendes,Leonardo DiCaprio,22877808.0
Spike Jonze,Willie Garson,22858926.0
Jonathan Demme,Oprah Winfrey,22843047.0
Peter R. Hunt,Telly Savalas,22800000.0
John Pasquin,Jim Belushi,22770864.0
Travis Cluff,Pfeifer Brown,22757819.0
Don Bluth,Matt Damon,22751979.0
Sam Weisman,Kevin Grevioux,22734486.0
Frederik Du Chau,Gary Oldman,22717758.0
Kenneth Branagh,Keanu Reeves,22551000.0
Mathieu Kassovitz,Vin Diesel,22531698.0
Ivan Reitman,Rainn Wilson,22526144.0
Don Scardino,Steve Buscemi,22525921.0
Brian De Palma,Scarlett Johansson,22518325.0
Philip G. Atwell,Jason Statham,22466994.0
Kevin Tancharoen,Kelsey Grammer,22452209.0
Paul Thomas Anderson,Patton Oswalt,22450975.0
Michael Caton-Jones,Robert De Niro,22433915.0
Ron Howard,Matthew McConaughey,22362500.0
Peter Hewitt,Jim Broadbent,22359293.0
Dean Israelite,Gary Weeks,22331028.0
Irwin Winkler,Mira Sorvino,22326247.0
Peter Segal,Wilford Brimley,22294341.0
Mike Bigelow,Carlos Ponce,22264487.0
Spike Jonze,Nicolas Cage,22245861.0
Mark Brown,Mo'Nique,22235901.0
Victor Fleming,Margaret Hamilton,22202612.0
Craig Brewer,Isaac Hayes,22201636.0
Jeremy Leven,Johnny Depp,22200000.0
Robert Harmon,Kieran Culkin,22189039.0
Stephen Hopkins,Lisa Wilcox,22168359.0
Jaume Balagueró,Lena Olin,22160085.0
Gordon Chan,Julian Sands,22108977.0
Stephen Daldry,Julie Walters,21994911.0
John Dahl,Paul Walker,21973182.0
Nigel Cole,Aimee Garcia,21835784.0
Charles Stone III,Bernie Mac,21800302.0
Justin Zackham,Robin Williams,21784432.0
Jeff Nichols,Matthew McConaughey,21589307.0
Mike Binder,Jennifer Ehle,21569041.0
David E. Talbert,Djimon Hounsou,21564616.0
David Gordon Green,Natalie Portman,21557240.0
Nat Faxon,Steve Carell,21501098.0
Philip Kaufman,Dennis Quaid,21500000.0
Brian Percival,Emily Watson,21483154.0
Roger Christian,Richard Tyson,21471685.0
John Ottman,Loretta Devine,21468807.0
Chris Gorak,Max Minghella,21426805.0
Renny Harlin,Lauren Holly,21413502.0
Simon Wincer,Alan Rickman,21413105.0
Simon Wells,Elisabeth Harnois,21379315.0
Colin Strause,David Zayas,21371425.0
Brian De Palma,Steven Bauer,21370057.0
Rand Ravich,Johnny Depp,21309162.0
Danny Steinmann,Tiffany Helm,21300000.0
Jim Sheridan,Naomi Watts,21283440.0
Gus Van Sant,Kurtwood Smith,21200000.0
John Erick Dowdle,Ben Feldman,21197315.0
Joseph Kahn,Dane Cook,21176322.0
David Koepp,Illeana Douglas,21133087.0
Paul Haggis,Olivia Wilde,21129348.0
Ernest R. Dickerson,CCH Pounder,21088568.0
John Moore,Dennis Quaid,21009180.0
Walt Becker,Ryan Reynolds,21005329.0
Guy Hamilton,Christopher Lee,21000000.0
David Ayer,Mireille Enos,20999936.0
Michael Mayer,Alison Lohman,20998709.0
Chris Carter,Mitch Pileggi,20981633.0
James Ivory,Julian Sands,20966644.0
Joe Dante,Brendan Fraser,20950820.0
Robert Rodriguez,Jimmy Bennett,20916309.0
Annabel Jankel,Bob Hoskins,20915465.0
Sofia Coppola,Kirsten Dunst,20821946.0
Steve Carr,Erick Avari,20819129.0
Lisa Cholodenko,Josh Hutcherson,20803237.0
Martin Weisz,Jeff Kober,20801344.0
Harold Cronk,Benjamin A. Onyango,20773070.0
Niki Caro,Keisha Castle-Hughes,20772796.0
Joseph Sargent,Judith Barsi,20763013.0
Robert Duvall,John Beasley,20733485.0
Callie Khouri,Stephen Root,20668843.0
Robert Iscove,Alyson Hannigan,20627372.0
Peter Atencio,Nia Long,20566327.0
Andrew Davis,Keanu Reeves,20550712.0
Mark Neveldine,Gerard Butler,20488579.0
George A. Romero,Tony Nappo,20433940.0
Nick Hurran,Holly Hunter,20422207.0
John Gray,Alexa PenaVega,20400913.0
King Vidor,Joseph Cotten,20400000.0
Gary Ross,Matthew McConaughey,20389967.0
Jamie Blanks,Marley Shelton,20384136.0
Robert Ben Garant,Wendi McLendon-Covey,20339754.0
Robert Altman,Meryl Streep,20338609.0
Paul Verhoeven,Bobbie Phillips,20302961.0
Camille Delamarre,Paul Walker,20285518.0
David Koepp,Joseph Gordon-Levitt,20275446.0
Jim Sonzero,Ian Somerhalder,20259297.0
Craig R. Baxley,Bill Duke,20257000.0
Rick Famuyiwa,America Ferrera,20246959.0
John Carpenter,Sheryl Lee,20241395.0
Shana Feste,Leighton Meester,20218921.0
Juan José Campanella,Ricardo Darín,20167424.0
Ken Kwapis,Ted Danson,20113965.0
Harold Ramis,John de Lancie,20101861.0
Alan Shapiro,Paul Hogan,20047715.0
Kris Isacsson,Rosario Dawson,20035310.0
Jean-François Richet,Brian Dennehy,19976073.0
Wes Craven,John Witherspoon,19900000.0
Mikael Salomon,Morgan Freeman,19819494.0
Gary Fleder,Jason Statham,19783777.0
Frank Miller,Scarlett Johansson,19781879.0
Sean Penn,Costas Mandylor,19719930.0
Michael Tollin,Marc Blucas,19693891.0
Allen Hughes,Alona Tal,19692608.0
Rob Marshall,Fergie,19673424.0
Mike Binder,Adam Sandler,19661987.0
Alan Parker,Kevin Spacey,19593740.0
David Bowers,Nicolas Cage,19548064.0
Richard Linklater,Matthew McConaughey,19501089.0
Richard Donner,Paul Walker,19480739.0
Tom McLoughlin,Tony Goldwyn,19472057.0
Gary Chapman,Jim Broadbent,19447478.0
Richard LaGravenese,Alden Ehrenreich,19445217.0
Maurice Joyce,Frank Welker,19421271.0
Jacques Perrin,Pedro Armendáriz Jr.,19406406.0
Susan Stroman,Jon Lovitz,19377727.0
Dennis Dugan,Amanda Detmer,19351569.0
Brad Furman,Justin Timberlake,19316646.0
Wes Craven,Shannon Elizabeth,19294901.0
Spike Lee,Mira Sorvino,19283782.0
George Jackson,William Schallert,19281235.0
David Raynr,Nancy O'Dell,19184015.0
Jay Chandrasekhar,Chris Moss,19179969.0
John Carl Buechler,Kane Hodder,19170001.0
Jay Russell,William Hurt,19158074.0
Howard Deutch,Dane Cook,19151864.0
Stephen Herek,Christina Milian,19118247.0
Steve Miner,Betsy Palmer,19100000.0
Gregory Hoblit,Bruce Willis,19076815.0
Adrienne Shelly,Lew Temple,19067631.0
Stuart Beattie,Caitlin Stasey,19059018.0
Allen Coulter,Robert Pattinson,19057024.0
J.A. Bayona,Naomi Watts,18996755.0
John McTiernan,LL Cool J,18990542.0
Antoine Fuqua,Mira Sorvino,18967571.0
Jean-Jacques Annaud,David Gant,18947630.0
Garry Marshall,Hector Elizondo,18882880.0
David R. Ellis,Chris Zylka,18860403.0
Andrew Dominik,Brad Pitt,18843552.0
John Bonito,Kelly Carlson,18843314.0
Renny Harlin,Roxanne McKee,18821279.0
Mike Binder,Alicia Witt,18761993.0
Julian Jarrold,Anne Hathaway,18663911.0
Richard Glatzer,Kristen Stewart,18656400.0
Roman Polanski,Johnny Depp,18653746.0
Wayne Wang,Natalie Portman,18653615.0
Sam Raimi,Leonardo DiCaprio,18636537.0
Asger Leth,Robert Clohessy,18600911.0
Elizabeth Allen Rosenbaum,Tammin Sursok,18595716.0
Ron Howard,Toby Jones,18593156.0
Tony Scott,Robert De Niro,18573791.0
Oliver Parker,Minnie Driver,18535191.0
Kurt Wimmer,Milla Jovovich,18500966.0
Jay Chandrasekhar,Geoffrey Arend,18488314.0
John Stockwell,Paul Walker,18472363.0
Ricky Gervais,Jennifer Garner,18439082.0
Brian Robbins,John Gatins,18438149.0
Dustin Hoffman,Luke Newberry,18381787.0
Sean Penn,Kristen Stewart,18352454.0
Danny Boyle,James Franco,18329466.0
Niki Caro,Jeremy Renner,18324242.0
George Miller,Adam Goldberg,18318000.0
Jake Kasdan,Tim Meadows,18317151.0
Shekhar Kapur,Djimon Hounsou,18306166.0
Craig Gillespie,Grace Phipps,18298649.0
Leon Ichaso,Khandi Alexander,18272447.0
Mark Steven Johnson,Oliver Platt,18252684.0
Danny Leiner,Ethan Embry,18225165.0
Rod Lurie,Clifton Collins Jr.,18208078.0
Bradley Parker,Jesse McCartney,18112929.0
Wes Craven,Miko Hughes,18090181.0
Frank Nissen,Kath Soucie,18081626.0
Paul Weitz,Tina Fey,18004225.0
Joe Dante,Patrick Macnee,17986000.0
Daniel Sackheim,Chris Noth,17951431.0
Peter Howitt,Frances Fisher,17848322.0
John Schultz,Stephen Collins,17843379.0
Rod Lurie,Jeff Bridges,17804273.0
Todd Phillips,Jon Heder,17803796.0
Nanette Burstein,Rob Riggle,17797316.0
Paul Thomas Anderson,Adam Sandler,17791031.0
Dwight H. Little,Donald Pleasence,17768000.0
Katt Shea,Jason London,17757087.0
Danny Boyle,Kate Winslet,17750583.0
Stephen Chbosky,Logan Lerman,17738570.0
Jeff Schaffer,Matt Damon,17718223.0
Gonzalo López-Gallego,Warren Christie,17683670.0
Patricia Rozema,Julia Ormond,17655201.0
Alexander Payne,Devin Ratray,17613460.0
Taylor Hackford,Jason Statham,17609982.0
Kevin Macdonald,David Oyelowo,17605861.0
Roger Kumble,Brendan Fraser,17596256.0
Kevin Costner,Olivia Williams,17593391.0
Nicole Holofcener,Christopher Nicholas Smith,17536788.0
Michael J. Bassett,Radha Mitchell,17529157.0
Jodie Foster,Robert Downey Jr.,17518220.0
Richard Eyre,Phil Davis,17508670.0
Rick Famuyiwa,Kimberly Elise,17474107.0
Antony Hoffman,Bob Neill,17473245.0
Joel Coen,Philip Seymour Hoffman,17439163.0
Carter Smith,Laura Ramsey,17427926.0
David Nutter,Bruce Greenwood,17411331.0
Bille Woodruff,Boris Kodjoe,17382982.0
Donald Petrie,Samaire Armstrong,17324744.0
Paul McGuigan,Daniel Radcliffe,17320557.0
Michael Tiddes,Ashley Rickards,17314483.0
Michael Apted,J.K. Simmons,17305211.0
Simon Wincer,Cary-Hiroyuki Tagawa,17300889.0
Tim Hill,Noel Fisher,17292381.0
Iain Softley,Brendan Fraser,17281832.0
Tamra Davis,Dave Chappelle,17278980.0
Ellory Elkayem,Scarlett Johansson,17266505.0
Anton Corbijn,Philip Seymour Hoffman,17237244.0
Michael Lehmann,Bruce Willis,17218080.0
Sergey Bodrov,Jeff Bridges,17176900.0
Nicholas Hytner,Amanda Schull,17174870.0
Frank Oz,Peter Dinklage,17159368.0
Boaz Yakin,Jason Statham,17120019.0
Stephen Chow,Shengyi Huang,17104669.0
Kevin Hooks,Salma Hayek,17100000.0
Don Mancini,Jason Flemyng,17016190.0
Lawrence Guterman,Jamie Kennedy,17010646.0
John 'Bud' Cardos,Woody Strode,17000000.0
Vincenzo Natali,Sarah Polley,16999046.0
Stephen Herek,Beth Grant,16991902.0
Peter Hastings,Haley Joel Osment,16988996.0
Robert Luketic,Topher Grace,16964743.0
Ben Younger,Vin Diesel,16938179.0
Jon Avnet,Al Pacino,16930884.0
Reginald Hudlin,Matthew Perry,16930185.0
John Stockwell,Kirsten Dunst,16929123.0
Doug Liman,Sarah Polley,16842303.0
Richard Loncraine,Kirsten Dunst,16831505.0
Carol Reed,Oliver Reed,16800000.0
Janusz Kaminski,Philip Baker Hall,16779636.0
Bart Freundlich,Kristen Stewart,16702864.0
Jonas Elmer,J.K. Simmons,16699684.0
Woody Allen,Ornella Muti,16684352.0
Patrick Read Johnson,Joe Mantegna,16671505.0
Ron Underwood,Reba McEntire,16667084.0
Paul Feig,Tyler James Williams,16647384.0
Martin Scorsese,Nicolas Cage,16640210.0
Mark Christopher,Salma Hayek,16574731.0
Danny Boyle,Kelly Macdonald,16501785.0
Stephan Elliott,Jason Priestley,16459004.0
Paul Thomas Anderson,Mike Howard,16377274.0
Peter Kosminsky,Patrick Fugit,16346122.0
Howard Deutch,Bruce Willis,16323969.0
Sam Raimi,Gary Cole,16311763.0
Jason Reitman,Charlize Theron,16300302.0
Courtney Solomon,Sissy Spacek,16298046.0
Willard Huyck,Lea Thompson,16295774.0
Tim Hill,Josh Charles,16290976.0
Joshua Michael Stern,Madeline Carroll,16284360.0
Shekhar Kapur,Eddie Redmayne,16264475.0
Michael Cristofer,Angelina Jolie Pitt,16252765.0
Alejandro G. Iñárritu,Naomi Watts,16248701.0
Mark Rosman,Ben Feldman,16247775.0
Glen Morgan,Oliver Hudson,16235293.0
Karyn Kusama,J.K. Simmons,16204793.0
John Carney,James Corden,16168741.0
Mira Nair,Romola Garai,16123851.0
James Bridges,Dianne Wiest,16118077.0
Gregory Widen,Viggo Mortensen,16115878.0
Rob McKittrick,Ryan Reynolds,16101109.0
Ryan Coogler,Ahna O'Reilly,16097842.0
Karey Kirkpatrick,Stephen Root,16088610.0
Terence Young,Ursula Andress,16067035.0
Steve Oedekerk,Steve Oedekerk,16033556.0
Camille Delamarre,Ed Skrein,16027866.0
James McTeigue,Pam Ferris,16005978.0
Nimród Antal,Andrew Fiscella,15988876.0
Adam Marcus,Kane Hodder,15935068.0
Britt Allcroft,Mara Wilson,15911333.0
Todd Haynes,Dennis Quaid,15854988.0
Matt Bettinelli-Olpin,Zach Gilford,15818967.0
Marc Forster,Mustafa Haidari,15797907.0
Demian Lichtenstein,Jon Lovitz,15738632.0
Paul Abascal,Cole Hauser,15712072.0
Gavin O'Connor,Jennifer Ehle,15709385.0
Kathryn Bigelow,Jeremy Renner,15700000.0
Sidney J. Furie,Jim Broadbent,15681020.0
Trent Cooper,Thomas F. Wilson,15655665.0
RZA,Rick Yune,15608545.0
Irwin Winkler,Ian Somerhalder,15561627.0
David Zucker,Carmen Electra,15549702.0
Billy Bob Thornton,Matt Damon,15527125.0
Roman Polanski,Jim Belushi,15523168.0
Paul Bolger,Sarah Michelle Gellar,15519841.0
Josef Rusnak,Gretchen Mol,15500000.0
David Twohy,Chris Hemsworth,15483540.0
Amy Heckerling,Andy Dick,15464026.0
Nick Gomez,Will Ferrell,15427192.0
Rob Schmidt,Kevin Zegers,15417771.0
Chris Koch,Thomas Lennon,15408822.0
Patrick Read Johnson,Ariana Richards,15369573.0
Don Michael Paul,Claudia Christian,15361537.0
Richard Curtis,Tom Hughes,15294553.0
Miguel Arteta,Steve Buscemi,15281286.0
Danny Pang,Nicolas Cage,15279680.0
Melvin Van Peebles,John Amos,15180000.0
Tom Holland,Joe Mantegna,15171475.0
James Foley,Byron Mann,15156200.0
Rob Reiner,Yaya DaCosta,15155772.0
Ed Gass-Donnelly,Muse Watson,15152879.0
Luc Besson,Mia Farrow,15131330.0
Joe Chappelle,Donald Pleasence,15126948.0
Mark L. Lester,Heather Locklear,15100000.0
Steve Barron,Martin Landau,15091542.0
Hayao Miyazaki,Rumi Hiiragi,15081783.0
Oliver Hirschbiegel,Roger Rees,15071514.0
Alan Cohn,Alyson Hannigan,15062898.0
Mary Harron,Christian Bale,15047419.0
Richard Kelly,Frank Langella,15045676.0
Robert Redford,Meryl Streep,14998070.0
Martin McDonagh,Abbie Cornish,14989761.0
John Schlesinger,Mark Valley,14983572.0
Stephen Kay,Sylvester Stallone,14967182.0
Barbet Schroeder,Nicolas Cage,14942422.0
David O. Russell,Lily Tomlin,14891000.0
Bruce Hunt,Eddie Cibrian,14888028.0
Alexander Payne,Matthew Broderick,14879556.0
Kasi Lemmons,Jurnee Smollett-Bell,14821531.0
Chris Columbus,Alan Ruck,14793904.0
Woody Allen,Mike Starr,14792779.0
Lenny Abrahamson,Joan Allen,14677654.0
David Robert Mitchell,Maika Monroe,14673301.0
Simon Curtis,Eddie Redmayne,14597405.0
Luke Greenfield,Chris Marquette,14589444.0
John Milius,Rosanna Arquette,14587732.0
Paul W.S. Anderson,Connie Nielsen,14567883.0
Clive Barker,Andrew Robinson,14564027.0
Spike Lee,Tisha Campbell-Martin,14545844.0
Richard Fleischer,Joseph Cotten,14500000.0
Tim Burton,Christoph Waltz,14479776.0
Donald Petrie,Rip Torn,14469428.0
Stephen Herek,Angelina Jolie Pitt,14448589.0
Tommy Lee Wallace,Tom Atkins,14400000.0
Scott Hicks,Rick Yune,14378353.0
Elaine May,Carol Kane,14375181.0
Joby Harold,Hayden Christensen,14373825.0
John Carpenter,Richard Epcar,14358033.0
Franco Zeffirelli,Lily Tomlin,14348123.0
Rob Hedden,Kane Hodder,14343976.0
Alex Proyas,Rufus Sewell,14337579.0
Nick Hamm,Robert De Niro,14334645.0
Wych Kaosayananda,Talisa Soto,14294842.0
James Mather,Joseph Gilgun,14291570.0
Ariel Vromen,Gary Oldman,14268533.0
Harry Elfont,Rosario Dawson,14252830.0
Tom Green,Rip Torn,14249005.0
Walter Hill,Robert Forster,14218868.0
Rob Reiner,David Paymer,14208384.0
Luc Besson,Paul Brooke,14131298.0
Harmony Korine,James Franco,14123773.0
Gary Sherman,Tom Skerritt,14114488.0
Clare Kilner,Dylan Baker,14108518.0
Barry Levinson,Steve Guttenberg,14100000.0
Ringo Lam,Natasha Henstridge,14095303.0
Michael Hoffman,Gabriel Millman,14060950.0
Dennie Gordon,Mary-Kate Olsen,14018364.0
Miguel Arteta,Jake Gyllenhaal,14015786.0
Michael Rymer,LL Cool J,14003141.0
Michael Gornick,George Kennedy,14000000.0
Mark Mylod,Chris Evans,13987482.0
Jessy Terrero,Mo'Nique,13922211.0
Brendan Malloy,Lee Majors,13903262.0
Mira Nair,Naseeruddin Shah,13876974.0
Richard Benjamin,Jon Lovitz,13854000.0
Paul Weitz,Josh Hutcherson,13838130.0
Andrew Morahan,Christopher Lambert,13829734.0
Saul Dibb,Dominic Cooper,13823741.0
Jon Amiel,Bill Murray,13801755.0
John Carpenter,Wilford Brimley,13782838.0
Lone Scherfig,Anne Hathaway,13766014.0
Miguel Sapochnik,Alice Braga,13763130.0
Clint Eastwood,Yuki Matsuzaki,13753931.0
Frank Miller,Joseph Gordon-Levitt,13750556.0
David Palmer,Bradley Cooper,13746550.0
Tuck Tucker,Jennifer Jason Leigh,13684949.0
Gavin O'Connor,Tom Hardy,13651662.0
John Wells,Bradley Cooper,13650738.0
Spike Lee,Alfre Woodard,13640000.0
Alfonso Cuarón,Maribel Verdú,13622333.0
Bobby Farrelly,Ron Howard,13596911.0
Reginald Hudlin,Will Ferrell,13592872.0
Jesse Vaughan,Vivica A. Fox,13571817.0
Gregory Poirier,Shannon Elizabeth,13558739.0
Uli Edel,Richard E. Grant,13555988.0
John Boorman,Daniel Radcliffe,13491653.0
Edgar Wright,Peter Serafinowicz,13464388.0
Charles Shyer,Omar Epps,13395939.0
Michael O. Sajbel,James Callis,13391174.0
Woody Allen,Jim Broadbent,13383737.0
Ulu Grosbard,Alexa PenaVega,13376506.0
Nicole Holofcener,Greg Germann,13367101.0
Mickey Liddell,Jessica Lowndes,13350177.0
Irwin Winkler,Kevin McNally,13337299.0
Terrence Malick,Brad Pitt,13303319.0
Michael Wadleigh,Joe Cocker,13300000.0
John Sayles,Matthew McConaughey,13269963.0
Les Mayfield,Gregory Smith,13264986.0
Christian Alvart,Bradley Cooper,13248477.0
Fred Savage,Lochlyn Munro,13235267.0
Ethan Coen,Justin Timberlake,13214255.0
David Koepp,Aasif Mandvi,13214030.0
William Malone,Natascha McElhone,13208023.0
Bill Paxton,Matthew McConaughey,13103828.0
Gabriele Muccino,Gerard Butler,13101142.0
Damien Chazelle,J.K. Simmons,13092000.0
Tony Bill,James Franco,13082288.0
Spike Lee,Philip Seymour Hoffman,13060843.0
Rob Reiner,Alexa PenaVega,13052741.0
Alan Parker,Emily Watson,13038660.0
Drew Barrymore,Daniel Stern,13034417.0
Michael Dinner,Seymour Cassel,13019253.0
John Carpenter,Meg Foster,13008928.0
Vadim Perelman,Frances Fisher,13005485.0
Sidney Lumet,Lena Horne,13000000.0
Larry Charles,Bill Maher,12995673.0
Phillip Noyce,Brendan Fraser,12987647.0
Fred Walton,Thomas F. Wilson,12947763.0
Richard LaGravenese,Holly Hunter,12902790.0
Ron Maxwell,Billy Campbell,12870569.0
Douglas Aarniokoski,Christopher Lambert,12801190.0
Donald Petrie,Julia Roberts,12793213.0
David O. Russell,Naomi Watts,12784713.0
Benh Zeitlin,Quvenzhané Wallis,12784397.0
Jerry Zaks,Leonardo DiCaprio,12782508.0
Terrence Malick,Christian Bale,12712093.0
Mike Nawrocki,Yuri Lowenthal,12701880.0
Robert Harmon,Alexander Gould,12693621.0
John Hillcoat,Kate Winslet,12626905.0
James Isaac,Peter Mensah,12610731.0
Robert Marcarelli,George Coe,12610552.0
Lone Scherfig,Dominic Cooper,12574715.0
Richard Shepard,Adam Scott,12570442.0
Chris Kentis,Eric Sheffer Stevens,12555230.0
Bryan Barber,Cicely Tyson,12549485.0
Theodore Witcher,Leonard Roberts,12514138.0
Gore Verbinski,Nicolas Cage,12469811.0
Walter Hill,Fisher Stevens,12398628.0
Brian Robbins,Oliver Platt,12372410.0
Andrew Niccol,Blair Underwood,12339633.0
Tony Scott,Brad Pitt,12308371.0
Steve Pink,Adam Scott,12282677.0
Tarsem Singh,Ryan Reynolds,12276810.0
Renny Harlin,Taylor Cole,12232937.0
James Foley,Louis Lombardi,12212417.0
Steve Carver,David Carradine,12200000.0
Patricia Riggen,Marco Treviño,12188642.0
Barry Levinson,Amy Poehler,12181484.0
Matt Reeves,Chloë Grace Moretz,12134420.0
Stephen Herek,Kelly Preston,12065985.0
Christine Jeffs,Clifton Collins Jr.,12055108.0
Jee-woon Kim,Zach Gilford,12026670.0
Stewart Hendler,Julian Morris,11956207.0
Prachya Pinkaew,Jon Foo,11905519.0
Neil Jordan,Robert Downey Jr.,11900000.0
Peter Howitt,Jeanne Tripplehorn,11883495.0
Kevin Tancharoen,Lea Michele,11860839.0
Tom Vaughan,Harrison Ford,11854694.0
Newt Arnold,Bolo Yeung,11806119.0
Brian Robbins,Marc Blucas,11802056.0
Rusty Cundieff,Corbin Bernsen,11797927.0
Charles T. Kanganis,Victor Wong,11784000.0
Jim Hanon,Chase Ellison,11703287.0
Joe Nussbaum,Danny Strong,11702090.0
Michel Gondry,Common,11694528.0
Dominique Othenin-Girard,Donald Pleasence,11642254.0
Gary Halvorson,Vanessa Williams,11634458.0
Peter Hewitt,Kevin Zegers,11631245.0
Albert Brooks,Jeff Bridges,11614236.0
Chris Roberts,Saffron Burrows,11576087.0
Tommy O'Haver,Mila Kunis,11560259.0
Chia-Liang Liu,Andy Lau,11546543.0
Robert Redford,Robin Wright,11538204.0
Kimberly Peirce,Alicia Goranson,11533945.0
Morgan Spurlock,Chemeeka Walker,11529368.0
Fred Durst,Tasha Smith,11508423.0
Sam Raimi,Patricia Tallman,11501093.0
Robert Butler,Hector Elizondo,11466088.0
Brian Klugman,J.K. Simmons,11434867.0
Wolfgang Petersen,Jürgen Prochnow,11433134.0
Lasse Hallström,Kevin Spacey,11405825.0
Scott Cooper,Christian Bale,11326836.0
Florian Henckel von Donnersmarck,Sebastian Koch,11284657.0
Hugh Johnson,David Paymer,11227940.0
Emilio Estevez,Anthony Hopkins,11204499.0
Michel Gondry,Quinton Aaron,11169531.0
Stephen Sommers,Djimon Hounsou,11146409.0
Steve Gomer,Trevor Morgan,11144518.0
John Carpenter,Victor Wong,11100000.0
Jon Kasdan,Kristen Stewart,11043445.0
Yimou Zhang,Takeshi Kaneshiro,11041228.0
Stephen Frears,Bob Hoskins,11034436.0
Neil Jordan,Alan Rickman,11030963.0
Catherine Hardwicke,Heath Ledger,11008432.0
Renny Harlin,Christopher Masterson,11000000.0
Michael Polish,J.K. Simmons,10996440.0
Peter Howitt,Tyler Labine,10965209.0
Hyung-rae Shim,Robert Forster,10956379.0
Neil Marshall,Ryan Kruger,10955425.0
Kimberly Peirce,Joseph Gordon-Levitt,10911750.0
Burr Steers,Matt Smith,10907291.0
Niels Arden Oplev,Dominic Cooper,10880926.0
Mike Judge,Gary Cole,10824921.0
Mike Judge,J.K. Simmons,10814185.0
Ron Maxwell,Tom Berenger,10769960.0
James Foley,Kevin Spacey,10725228.0
Stephen Gaghan,Charlie Hunnam,10719367.0
Patrick Lussier,Nicolas Cage,10706786.0
Fred Dekker,CCH Pounder,10696210.0
Neil Jordan,Stephen Rea,10660147.0
Pierre Morel,Ray Winstone,10640645.0
Bill Duke,Eddie Cibrian,10572742.0
Terry Gilliam,Johnny Depp,10562387.0
Michael Patrick Jann,Kirsten Dunst,10561238.0
Costa-Gavras,Mia Kirshner,10556196.0
Neil Jordan,Robert De Niro,10555348.0
Damon Santostefano,Matthew Perry,10544143.0
Jimmy Hayward,Michael Fassbender,10539414.0
Courtney Solomon,Rebecca Budig,10494494.0
Mark Piznarski,Bruce Greenwood,10494147.0
Joe Carnahan,Jason Patric,10460089.0
Dean Parisot,Catherine O'Hara,10443316.0
Mic Rodgers,Michael Jai White,10431220.0
Sean McNamara,Oliver James,10411980.0
Roland Joffé,Gary Oldman,10400000.0
